tabblk2020,st,stusps,stname,cty,ctyname,trct,trctname,bgrp,bgrpname,cbsa,cbsaname,zcta,zctaname,stplc,stplcname,ctycsub,ctycsubname,stcd118,stcd118name,stsldl,stsldlname,stsldu,stslduname,stschool,stschoolname,stsecon,stseconname,trib,tribname,tsub,tsubname,stanrc,stanrcname,mil,milname,stwib,stwibname,blklatdd,blklondd,createdate
110010073013000,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20373,20373,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.8651745,-77.0021770,20241022
110010073013001,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20373,20373,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.8632648,-77.0024628,20241022
110010073013002,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20373,20373,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.8636674,-77.0041210,20241022
110010073013003,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20373,20373,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.8603809,-77.0088537,20241022
110010073013004,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20373,20373,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.8578863,-77.0130165,20241022
110010073013005,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20373,20373,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.8560248,-77.0055379,20241022
110010073013006,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20373,20373,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.8517208,-77.0083240,20241022
110010073013007,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.8517289,-77.0070968,20241022
110010073013008,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20373,20373,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.8533822,-77.0076098,20241022
110010073013009,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20373,20373,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.8586251,-77.0078652,20241022
110010073013010,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8480370,-77.0087280,20241022
110010073013011,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8469876,-77.0093728,20241022
110010073013012,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8494555,-77.0080976,20241022
110010073013013,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.8573916,-77.0045007,20241022
110010073013014,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20373,20373,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.8545233,-77.0130709,20241022
110010073013015,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20373,20373,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.8574022,-77.0124117,20241022
110010073013016,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20373,20373,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.8568998,-77.0143146,20241022
110010073013017,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20373,20373,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.8580686,-77.0115273,20241022
110010073013018,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.8483373,-77.0259180,20241022
110010073013019,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20373,20373,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.8566524,-77.0172344,20241022
110010073013020,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20373,20373,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.8545187,-77.0087486,20241022
110010073013021,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20373,20373,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.8522147,-77.0103360,20241022
110010073013022,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8465811,-77.0206094,20241022
110010073013023,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8459210,-77.0173430,20241022
110010073013024,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8464088,-77.0195026,20241022
110010073013025,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8446109,-77.0202749,20241022
110010073013026,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8454397,-77.0205588,20241022
110010073013027,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8435671,-77.0209769,20241022
110010073013028,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8481093,-77.0121919,20241022
110010073013029,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20373,20373,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.8504693,-77.0124684,20241022
110010073013030,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8446868,-77.0159887,20241022
110010073013031,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8435883,-77.0194192,20241022
110010073013032,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8434467,-77.0204750,20241022
110010073013033,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8450460,-77.0191230,20241022
110010073013034,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8443847,-77.0190320,20241022
110010073013035,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8451750,-77.0164883,20241022
110010073013036,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8428016,-77.0196658,20241022
110010073013037,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8435578,-77.0150577,20241022
110010073013038,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8432167,-77.0137878,20241022
110010073013039,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8452726,-77.0123243,20241022
110010073013040,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8450970,-77.0095414,20241022
110010073013041,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8431600,-77.0096387,20241022
110010073013042,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8410456,-77.0103843,20241022
110010073013043,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8429349,-77.0126620,20241022
110010073013044,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8458930,-77.0188269,20241022
110010073013045,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073013,"3 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8453571,-77.0201325,20241022
110010073041000,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007304,"73.04 (District of Columbia, DC)",110010073041,"1 (Tract 73.04, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.8439199,-76.9896290,20241022
110010073041001,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007304,"73.04 (District of Columbia, DC)",110010073041,"1 (Tract 73.04, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.8434792,-76.9890523,20241022
110010073041002,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007304,"73.04 (District of Columbia, DC)",110010073041,"1 (Tract 73.04, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.8435237,-76.9909948,20241022
110010073041003,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007304,"73.04 (District of Columbia, DC)",110010073041,"1 (Tract 73.04, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.8420858,-76.9907370,20241022
110010073041004,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007304,"73.04 (District of Columbia, DC)",110010073041,"1 (Tract 73.04, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.8423856,-76.9893674,20241022
110010073041005,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007304,"73.04 (District of Columbia, DC)",110010073041,"1 (Tract 73.04, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.8411820,-76.9892451,20241022
